state,county,Total,ar_Under_1_years_White,ar_1_to_9_years_White,ar_10_to_14_years_White,ar_15_to_17_years_White,ar_18_and_19_years_White,ar_20_to_24_years_White,ar_25_to_29_years_White,ar_30_to_34_years_White,ar_35_to_44_years_White,ar_45_to_54_years_White,ar_55_to_64_years_White,ar_65_to_74_years_White,ar_75_to_84_years_White,ar_85_years_and_over_White,ar_Under_1_years_Black,ar_1_to_9_years_Black,ar_10_to_14_years_Black,ar_15_to_17_years_Black,ar_18_and_19_years_Black,ar_20_to_24_years_Black,ar_25_to_29_years_Black,ar_30_to_34_years_Black,ar_35_to_44_years_Black,ar_45_to_54_years_Black,ar_55_to_64_years_Black,ar_65_to_74_years_Black,ar_75_to_84_years_Black,ar_85_years_and_over_Black,ar_Under_1_years_Native,ar_1_to_9_years_Native,ar_10_to_14_years_Native,ar_15_to_17_years_Native,ar_18_and_19_years_Native,ar_20_to_24_years_Native,ar_25_to_29_years_Native,ar_30_to_34_years_Native,ar_35_to_44_years_Native,ar_45_to_54_years_Native,ar_55_to_64_years_Native,ar_65_to_74_years_Native,ar_75_to_84_years_Native,ar_85_years_and_over_Native,ar_Under_1_years_Asian,ar_1_to_9_years_Asian,ar_10_to_14_years_Asian,ar_15_to_17_years_Asian,ar_18_and_19_years_Asian,ar_20_to_24_years_Asian,ar_25_to_29_years_Asian,ar_30_to_34_years_Asian,ar_35_to_44_years_Asian,ar_45_to_54_years_Asian,ar_55_to_64_years_Asian,ar_65_to_74_years_Asian,ar_75_to_84_years_Asian,ar_85_years_and_over_Asian,ar_Under_1_years_PI,ar_1_to_9_years_PI,ar_10_to_14_years_PI,ar_15_to_17_years_PI,ar_18_and_19_years_PI,ar_20_to_24_years_PI,ar_25_to_29_years_PI,ar_30_to_34_years_PI,ar_35_to_44_years_PI,ar_45_to_54_years_PI,ar_55_to_64_years_PI,ar_65_to_74_years_PI,ar_75_to_84_years_PI,ar_85_years_and_over_PI,ar_Under_1_years_Hispanic,ar_1_to_9_years_Hispanic,ar_10_to_14_years_Hispanic,ar_15_to_17_years_Hispanic,ar_18_and_19_years_Hispanic,ar_20_to_24_years_Hispanic,ar_25_to_29_years_Hispanic,ar_30_to_34_years_Hispanic,ar_35_to_44_years_Hispanic,ar_45_to_54_years_Hispanic,ar_55_to_64_years_Hispanic,ar_65_to_74_years_Hispanic,ar_75_to_84_years_Hispanic,ar_85_years_and_over_Hispanic,ar_Under_1_years_With_a_disability,ar_Under 5 years_ With a disability,ar_5 to 17 years_ With a disability,ar_18_to_34_years_With_a_disability,ar_35_to_64_years_With_a_disability,ar_65_to_74_years_With_a_disability,ar_75_years_and_over_With_a_disability
Georgia,Newton,54326,1681,1779,1940,1173,715,1487,1641,1560,3386,3934,3343,2513,937,506,1579,2205,1782,1454,789,1718,1444,1211,2800,2992,1883,1105,423,27,0,0,0,21,0,0,0,3,0,0,103,6,0,0,38,15,13,40,153,35,33,24,75,58,53,28,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,416,258,408,243,155,162,154,181,478,266,122,62,19,31,164,164,773,922,3415,1326,1078
Georgia,Oconee,32796,964,1250,1362,935,421,878,689,674,2104,2466,2086,1519,515,269,34,75,69,21,8,59,17,135,162,78,146,61,22,24,0,0,0,0,0,0,0,0,0,0,9,6,0,0,29,41,92,55,19,34,24,33,142,111,73,48,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,119,170,72,55,55,30,88,0,162,141,34,33,0,0,0,0,287,133,638,413,337
Georgia,Oglethorpe,11610,343,335,387,219,120,297,304,313,818,837,830,639,293,67,57,111,37,56,32,79,114,51,137,185,146,145,66,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,126,23,13,0,0,50,0,201,0,0,5,0,0,0,0,79,145,501,234,235
Georgia,Paulding,117516,3748,3866,4887,2649,1422,3455,3853,3801,8351,9316,6800,3978,1595,323,1018,1128,1558,854,490,1146,888,664,2252,2263,1147,409,102,13,0,0,36,0,0,0,16,30,0,99,28,0,25,0,41,10,52,0,0,0,148,39,216,29,61,0,174,0,0,0,0,0,0,0,0,0,0,15,0,46,0,0,506,219,743,172,119,519,284,143,990,571,264,72,105,0,0,0,645,822,3869,1268,940
Georgia,Peach,13152,340,424,337,238,168,313,404,374,708,975,1061,714,301,140,337,317,337,232,393,805,411,315,582,595,631,382,134,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,4,0,27,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,163,117,30,89,58,71,114,200,124,81,27,0,4,0,0,146,215,1029,537,264
Georgia,Pickens,27688,628,798,947,537,262,735,776,731,1539,2009,2004,1827,794,143,0,0,0,3,0,15,0,10,25,0,29,45,16,22,0,8,0,0,0,0,28,0,34,0,28,0,0,0,0,0,11,0,0,8,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,148,0,0,0,7,49,109,83,73,0,0,0,60,60,138,295,1039,579,570
Georgia,Pierce,16402,472,686,553,373,181,449,457,463,1051,1116,1022,831,408,69,81,97,23,10,0,0,7,31,113,261,121,32,52,0,0,0,0,2,0,0,0,0,0,0,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,84,152,26,63,24,23,22,38,119,28,0,15,0,0,0,184,67,615,316,288
Georgia,Pike,15903,397,533,611,429,229,453,406,435,986,1250,1015,717,329,86,47,29,83,12,41,31,77,78,118,68,142,71,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,41,12,21,3,0,14,7,26,0,0,0,0,0,0,123,90,409,324,250
Georgia,Polk,32159,919,1107,1051,687,391,879,1015,918,1858,2302,2010,1525,754,164,213,190,193,56,24,232,199,38,425,281,380,147,30,5,20,18,19,0,0,0,41,0,31,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,325,321,237,121,214,312,212,371,489,59,58,0,27,23,23,278,258,1366,559,515
Georgia,Pulaski,7133,46,150,155,223,31,304,151,123,424,545,538,466,289,48,156,153,134,72,54,172,147,141,57,135,170,122,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,14,30,0,39,22,0,55,47,0,0,31,0,0,0,86,139,381,177,140
Georgia,Putnam,14830,276,491,320,257,109,292,320,325,704,937,1173,1342,672,86,120,157,248,58,76,213,87,245,292,415,336,186,108,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,24,0,0,0,0,36,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,13,81,76,75,4,77,129,71,0,27,21,0,0,0,138,156,610,379,291
Georgia,Quitman,882,11,27,14,20,8,19,12,32,17,45,53,74,74,12,7,42,16,22,6,41,57,82,81,57,79,58,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,21,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19,68,35,63
Georgia,Rabun,15119,289,459,268,251,147,407,359,300,723,986,1154,1254,625,130,0,10,0,8,8,15,107,13,8,46,13,26,0,6,0,0,0,0,0,0,0,56,0,0,23,0,0,0,0,0,0,4,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,109,91,41,0,58,107,48,107,109,29,14,0,0,0,0,87,258,566,388,421
Georgia,Randolph,2492,82,46,62,8,77,25,53,77,60,157,252,185,152,13,176,358,70,68,66,115,48,169,227,233,242,175,119,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,12,0,0,0,0,5,0,0,0,4,29,248,177,187
Georgia,Richmond,76073,2311,1919,1456,1008,1627,3864,4199,2941,4405,4593,4833,3450,1677,657,4258,4398,4251,2505,1854,4512,4470,3717,6110,5994,6270,3355,1396,137,0,0,14,0,8,8,0,0,14,43,11,1,60,0,227,27,13,43,31,209,164,127,367,127,141,90,78,0,0,34,0,0,0,0,8,0,20,0,49,0,0,0,525,442,366,79,500,572,648,475,580,351,276,100,121,24,6,6,1603,2415,7704,2602,1928
Georgia,Rockdale,35556,967,1033,1069,637,390,1035,964,827,2204,2172,2906,2074,970,284,1449,1848,1941,1340,761,1727,1387,1074,2554,3333,2505,1255,401,35,0,0,17,36,0,17,0,0,0,20,0,11,0,0,15,18,132,0,73,36,27,50,124,115,99,105,0,0,59,0,0,0,0,51,0,0,0,0,0,0,0,0,572,429,647,265,174,411,191,136,1165,300,350,53,4,0,0,0,295,567,1290,1055,784
Georgia,Schley,3454,106,96,147,83,66,105,109,130,205,200,142,149,103,35,32,24,10,89,4,71,89,10,70,140,100,92,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,5,0,4,20,41,37,9,4,12,0,0,0,0,32,59,182,78,101
Georgia,Screven,7775,213,228,178,131,111,236,225,195,451,527,612,468,195,59,212,227,164,121,83,201,216,187,399,258,394,230,76,41,0,0,0,0,0,0,4,0,0,0,0,3,3,0,6,0,11,0,0,9,0,8,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,15,6,0,33,6,15,5,0,11,27,0,0,0,0,42,104,330,251,165
Georgia,Seminole,5215,117,127,148,87,67,141,68,125,249,333,410,406,165,89,127,101,82,23,24,53,52,150,133,114,159,136,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49,35,0,0,0,11,0,0,38,2,0,0,0,0,0,31,26,318,240,162
Georgia,Spalding,40745,1037,1239,1325,816,375,1060,1238,1274,2541,2674,2740,2401,1072,306,777,1038,724,481,380,759,816,653,1230,1168,1089,614,244,36,0,0,0,0,18,0,0,0,0,43,42,41,0,0,12,12,68,36,0,0,0,0,16,91,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,245,244,137,50,45,65,159,364,214,98,58,0,0,36,36,411,670,2404,796,638
Georgia,Stephens,21558,597,599,619,156,262,738,594,526,1107,1418,1439,1251,577,159,73,99,28,0,37,173,94,69,69,249,163,170,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,66,41,25,60,37,74,0,59,36,31,0,6,0,0,25,25,57,100,1119,631,459
Georgia,Stewart,1590,38,24,46,39,26,29,71,47,103,168,137,121,41,30,42,60,117,64,36,164,235,356,215,199,148,115,73,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,11,19,9,59,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,220,210,159,220,100,44,0,0,7,0,0,14,58,118,89,45
Georgia,Sumter,12924,369,342,287,189,205,579,400,390,616,790,811,790,320,210,522,673,499,431,414,657,506,444,773,874,823,486,198,8,0,9,0,0,0,0,2,0,0,0,0,3,0,0,36,35,0,0,0,8,34,0,36,1,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,116,87,3,26,117,37,90,146,55,34,12,23,0,0,0,156,258,631,470,368
Georgia,Talbot,2622,36,71,36,39,2,42,80,52,123,193,273,244,105,16,94,97,118,67,43,129,93,102,209,175,299,171,91,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,4,0,0,44,104,242,130,117
Georgia,Taliaferro,568,5,11,15,12,10,16,22,17,31,28,41,52,17,14,11,18,12,33,18,34,39,29,121,80,75,60,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,7,0,0,0,0,5,5,12,9,95,35,19
Georgia,Tattnall,15157,385,487,394,256,147,460,569,551,1180,1234,1049,775,351,83,117,183,198,162,41,891,835,693,823,631,400,197,61,12,0,0,11,4,0,16,0,0,17,5,20,0,0,0,0,0,0,0,0,0,8,0,14,31,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,139,118,222,80,73,137,142,146,294,189,115,0,4,0,9,9,214,50,561,398,279
Georgia,Taylor,4692,122,103,144,67,112,131,77,101,271,342,361,265,125,63,102,113,133,90,78,111,76,66,102,264,202,106,69,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,26,34,0,0,0,0,0,0,0,0,0,0,7,21,378,114,129
Georgia,Telfair,8651,159,226,194,113,88,170,397,394,752,662,679,491,310,24,126,177,205,71,134,240,486,385,835,615,431,236,65,29,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,55,199,317,645,400,194,31,0,0,0,0,29,0,374,123,114
Georgia,Terrell,3262,99,46,115,73,10,46,149,78,144,218,280,269,112,54,182,268,173,38,131,160,198,124,288,289,289,156,70,16,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,1,0,4,12,19,0,13,10,0,0,0,0,0,21,39,249,111,135
Georgia,Thomas,26869,798,793,964,533,251,715,675,808,1547,1776,1797,1389,711,233,547,743,367,396,219,485,539,436,823,1009,919,550,264,48,0,0,0,0,0,0,0,0,22,8,7,0,7,0,0,0,0,0,4,26,0,0,13,7,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,141,99,89,65,13,103,48,94,154,40,20,15,4,1,9,9,330,422,1637,636,779
Georgia,Tift,26243,948,643,864,488,505,940,912,803,1653,1586,1534,1144,555,195,488,524,447,275,411,343,457,378,687,660,545,389,75,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,16,18,0,0,31,2,81,8,59,13,23,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,318,164,370,152,82,200,204,214,455,177,94,33,0,0,0,0,177,204,980,454,456
Georgia,Toombs,16920,473,539,535,321,98,542,524,437,987,1055,1113,868,438,72,16,208,406,257,45,205,319,195,320,287,237,261,150,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,31,0,10,0,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,244,152,15,86,89,110,187,285,136,153,36,15,0,0,0,322,172,883,429,323
Georgia,Towns,10887,188,162,218,130,200,518,209,165,390,561,695,958,590,193,0,0,0,0,24,28,11,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,2,0,0,0,0,0,12,0,21,21,22,115,379,250,283
Georgia,Treutlen,4900,232,61,163,115,51,98,279,120,327,321,246,323,132,14,64,80,83,17,48,24,53,53,158,106,229,103,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,5,12,7,0,14,10,0,0,0,0,103,54,285,102,174
Georgia,Troup,40993,1191,1244,1353,783,564,1375,1256,1109,2399,2686,2714,1991,935,246,827,707,1240,584,370,1113,975,827,1468,1374,1229,650,196,57,12,0,0,0,0,0,0,44,23,0,8,0,0,0,35,20,76,17,6,49,59,86,141,185,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,177,108,18,19,129,70,179,241,122,53,9,0,0,59,59,431,719,2332,1078,720
Georgia,Turner,4371,138,87,143,98,64,118,127,115,239,267,294,275,140,53,127,153,140,14,58,44,80,70,450,127,209,100,32,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,0,0,23,8,9,1,4,22,16,0,0,0,0,0,86,269,104,91
Georgia,Twiggs,4605,103,85,157,68,3,148,101,141,241,352,402,328,154,9,157,89,84,25,35,149,102,73,183,245,277,169,120,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,71,51,342,168,210
Georgia,Union,22076,386,565,513,396,189,462,428,659,859,1239,1711,2004,1089,253,0,0,0,1,12,0,33,0,12,28,15,3,7,0,91,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,8,47,0,0,0,246,0,15,0,0,0,0,0,0,60,329,827,667,517
Georgia,Upson,18160,547,426,661,344,178,531,540,439,1012,1200,1263,1007,497,121,265,282,254,262,91,235,200,131,404,474,438,261,106,13,0,0,0,0,0,0,0,0,27,0,10,0,0,0,0,4,20,4,0,15,0,0,22,0,0,0,0,0,0,0,0,0,0,0,91,0,0,15,0,0,0,0,113,70,50,0,0,28,35,0,11,0,0,7,0,0,0,0,160,214,895,356,409
Georgia,Walker,63382,1760,1948,1976,1323,728,1827,1856,1760,4021,4438,4310,3125,1582,419,33,82,126,40,81,164,58,152,240,219,172,135,29,14,3,0,8,0,0,0,12,0,0,0,0,0,0,0,75,0,13,0,19,0,32,12,15,0,67,7,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,112,110,123,98,55,58,34,8,158,98,18,7,6,0,14,14,522,715,2359,1013,1240
Georgia,Walton,70380,1983,2393,2535,1532,776,1908,2035,1886,4300,5252,4484,3313,1636,309,533,781,492,466,270,632,462,318,836,998,697,403,107,71,0,0,0,0,0,40,0,0,21,0,0,92,0,0,0,47,14,17,0,98,26,15,100,53,28,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,247,215,208,18,103,135,99,107,286,229,120,39,44,25,20,20,465,675,2501,952,988
Georgia,Ware,22986,658,589,787,407,206,639,853,668,1359,1579,1587,1204,538,206,366,638,190,272,226,455,620,367,693,639,543,307,90,74,0,0,0,0,0,0,0,34,0,2,5,0,0,0,20,0,0,90,0,0,0,0,0,52,22,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,244,37,54,0,16,102,0,292,16,73,40,0,0,0,0,338,363,1095,505,451
Georgia,Warren,1996,42,48,40,14,0,78,40,22,91,146,184,150,100,13,81,113,128,46,6,75,164,88,157,181,222,150,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,8,51,103,61,43
Georgia,Washington,9123,210,166,307,205,101,250,250,275,657,676,677,564,282,29,347,429,352,187,123,491,484,395,671,714,674,356,135,33,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,31,0,0,8,0,8,0,10,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,40,9,10,126,19,0,31,0,0,12,12,155,170,667,256,185
Georgia,Wayne,22340,718,712,828,435,267,653,736,763,1458,1503,1427,1090,479,188,219,227,230,98,93,204,266,280,525,403,329,252,25,0,0,0,0,0,0,0,0,10,12,10,0,0,0,0,0,0,20,0,0,0,0,9,24,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,132,0,17,106,36,54,150,235,125,32,0,0,0,0,0,406,366,866,592,284
Georgia,Webster,1327,12,47,99,5,5,16,18,57,48,96,73,95,42,0,21,19,16,28,30,39,0,25,48,112,75,64,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,29,0,0,0,0,27,0,0,33,0,0,0,0,16,0,71,23,44
Georgia,Wheeler,4516,130,98,154,21,109,99,214,148,623,348,311,252,121,22,88,39,107,41,114,550,298,145,408,237,169,102,24,3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,16,23,12,1,0,0,0,0,0,0,19,365,80,88
Georgia,White,27274,594,742,844,525,351,816,775,609,1480,1794,1939,1694,821,293,0,0,0,18,13,18,29,0,30,57,60,0,7,0,0,41,0,0,40,24,0,0,0,57,0,0,0,0,0,6,0,0,18,11,8,11,5,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,61,0,2,61,0,45,104,26,0,0,7,0,0,209,145,969,523,595
Georgia,Whitfield,92143,2970,3454,3425,2220,1219,3165,3281,2951,5855,6181,5165,3614,1771,386,103,145,166,114,131,100,160,145,298,282,274,204,11,0,35,34,50,24,0,49,0,0,43,51,0,0,0,0,114,50,23,0,21,31,35,45,178,18,64,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,1903,2085,1111,672,1578,1553,1557,2692,2101,1055,462,56,56,0,0,552,461,2312,1008,1025
Georgia,Wilcox,5556,151,199,163,63,90,149,182,221,493,426,396,331,163,64,60,82,66,23,132,191,174,189,466,309,291,56,14,5,0,0,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,0,0,35,6,22,126,10,0,22,0,0,0,0,23,54,268,111,85
Georgia,Wilkes,5284,195,138,104,116,54,128,186,157,239,375,392,374,224,46,82,168,98,93,113,108,88,80,202,255,263,213,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,5,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,25,0,41,2,0,60,79,0,24,6,0,8,0,0,0,30,30,302,216,203
Georgia,Wilkinson,5355,150,124,211,95,48,139,126,159,299,351,419,292,157,49,87,151,102,67,45,120,102,45,285,188,254,134,62,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,20,3,0,20,0,15,44,0,3,3,0,0,0,0,7,74,310,150,128
Georgia,Worth,14104,386,414,472,273,140,375,430,358,773,998,1068,805,392,92,247,304,134,163,97,246,161,317,177,225,358,246,87,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,122,0,0,0,0,48,12,28,0,21,0,0,0,0,0,176,206,624,453,318
Hawaii,Hawaii,66145,1319,1053,1052,629,401,1079,1671,1908,3389,4417,7066,6886,1935,851,0,0,48,3,0,112,139,38,238,23,156,102,0,20,0,65,0,16,0,0,2,55,81,64,117,57,8,23,680,898,774,835,399,890,836,1057,2696,2840,3510,2884,1376,813,755,896,992,381,359,811,850,878,1822,1327,1483,862,343,109,1828,1533,1166,651,378,915,869,851,1464,1152,954,562,138,64,4,4,743,1018,4884,3376,3544
Hawaii,Honolulu,207525,6905,4607,4580,1797,2587,14406,13071,10673,15901,12996,12754,10397,4294,1715,847,488,448,324,474,2412,2068,1725,2483,1694,940,444,93,16,0,39,32,6,10,178,72,38,105,118,125,122,11,0,7608,7936,9036,5534,3394,11321,12100,11471,23516,28223,29898,23462,13032,7262,3452,4063,3754,2346,1487,3823,4095,3733,6117,6227,4616,2878,1361,352,7095,5029,4262,2091,1517,5832,5154,4598,6325,3795,2632,1223,456,129,184,184,3287,5525,16885,8797,14573
Hawaii,Kalawao,16,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Hawaii,Kauai,23219,497,447,491,244,97,397,614,670,1432,1684,2204,1967,502,232,7,11,24,0,0,9,86,0,47,18,38,28,43,0,0,3,18,0,0,26,0,10,9,32,70,6,0,0,511,483,514,340,237,577,687,730,1406,1497,1918,1482,791,280,230,198,304,102,121,281,296,201,487,296,417,213,121,46,615,502,280,182,103,251,270,278,465,388,310,173,64,11,3,3,162,214,1338,757,1003
Hawaii,Maui,58707,1469,1173,1060,677,347,943,1536,2046,4272,4533,5621,4377,1411,446,0,64,0,0,3,45,86,38,55,94,128,83,0,31,0,0,0,0,0,0,14,20,11,9,64,24,0,0,860,901,1299,895,425,1351,1198,1229,3064,3690,3638,2494,1439,512,607,850,765,377,327,607,623,741,1210,1122,1012,631,237,51,1204,888,967,460,264,611,648,730,1268,1073,702,360,101,66,58,58,790,701,3577,1994,2054
Idaho,Ada,404644,11691,13432,15125,8676,5183,12520,14245,14922,28709,27082,24393,17056,7173,2238,237,282,330,245,114,462,451,323,413,417,209,78,106,0,115,0,0,7,103,137,134,38,252,265,225,7,12,28,360,327,246,258,92,339,440,573,933,797,462,322,91,38,9,0,0,0,0,42,129,0,173,2,22,0,0,0,1600,1625,1961,963,654,1711,1846,1799,2652,1781,1022,434,102,85,132,132,2124,3427,8401,3899,4829
Idaho,Adams,3852,91,121,86,92,70,40,70,68,180,216,412,384,162,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,0,5,0,5,5,6,0,6,0,5,0,0,28,49,173,190,153
Idaho,Bannock,76402,2803,2841,2904,1719,1213,2701,2968,2900,4723,3935,4432,3248,1404,407,0,0,0,10,52,36,37,2,19,25,13,11,30,0,97,116,107,87,40,88,177,101,137,154,114,34,63,4,13,19,0,0,0,95,84,0,52,59,55,26,7,16,0,12,13,0,10,26,0,0,34,0,30,0,0,0,382,394,328,220,122,409,365,356,469,218,216,137,29,9,3,3,779,1280,3157,1005,1095
Idaho,Bear Lake,5644,204,234,176,133,68,132,140,161,301,275,387,344,176,48,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,10,12,10,0,12,0,36,0,0,6,0,0,0,26,29,172,98,101
